product_id,product_name,product_category,product_weight_g,product_volume_cm3,price_inr,fragility_level,temperature_sensitivity,moisture_sensitivity,shelf_life_days,packaging_format,current_packaging_material
PRD0221,Colin Toilet Cleaner 500 ml,Home Care,500,545.05,80.05,Low,Low,Low,720,Bag,HDPE Plastic
PRD0222,Cadbury Chocolate 80 g,Food,80,159.5,72.96,Low,Medium,High,365,Wrapper,Paperboard (Folding Carton)
PRD0223,Lizol Toilet Cleaner 1000 ml,Home Care,1000,1145.98,148.46,Low,Low,Low,720,Pouch,LDPE Plastic
PRD0224,Maaza Soda 250 ml,Beverages,250,262.48,21.98,Medium,Medium,Low,180,Bottle,PET Plastic
PRD0225,L'Oréal Serum 50 ml,Cosmetics,50,108.61,1095.35,Low,Low,Medium,730,Tube,Glass (Soda-Lime)
PRD0226,Coca-Cola Mineral Water 1000 ml,Beverages,1000,1109.38,36.69,Medium,Medium,Low,365,Can,Steel (Carbon Steel)
PRD0227,Nandini Cheese 500 g,Dairy,500,1094.21,192.17,Medium,High,High,180,Box,Paperboard (Folding Carton)
PRD0228,Plum Sunscreen 100 g,Cosmetics,100,173.37,247.45,Low,Low,Medium,540,Tube,HDPE Plastic
PRD0229,Soframycin Bandage 5 roll,Healthcare,212.63,375.38,63.25,Medium,Medium,Medium,1095,Bottle,HDPE Plastic
PRD0230,Dettol Lotion 400 ml,Personal Care,400,444.44,290.4,Low,Low,Medium,720,Pouch,LDPE Plastic
PRD0231,Bisleri Energy Drink 250 ml,Beverages,250,282.17,55.58,Medium,Medium,Low,365,Bottle,PET Plastic
PRD0232,Lifebuoy Face Wash 50 g v2,Personal Care,50,84.91,46.29,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0233,Bingo Pasta 250 g,Food,250,451.67,44.13,Low,Low,Medium,240,Box,Cellulose Film
PRD0234,Cadbury Chips 200 g,Food,200,371.95,68.2,Low,Low,Medium,240,Pouch,LDPE Plastic
PRD0235,Cadbury Namkeen 200 g,Food,200,433.74,54.33,Low,Low,Medium,240,Box,LDPE Plastic
PRD0236,Heritage Curd 400 ml,Dairy,400,436.11,16.76,Medium,High,High,7,Pouch,LDPE Plastic
PRD0237,Bisleri Juice 500 ml,Beverages,500,547.67,63.71,Medium,Medium,Low,120,Bottle,PET Plastic
PRD0238,Aashirvaad Coffee 500 g,Grocery,500,761.06,374.83,Low,Low,High,365,Bag,PP Plastic
PRD0239,24 Mantra Oil 5000 g,Grocery,5000,6360.38,892.35,Medium,Low,Low,540,Bottle,Glass (Soda-Lime)
PRD0240,MDH Pulses 1000 g,Grocery,1000,2347.3,120.79,Low,Low,Low,365,Bag,PP Plastic
PRD0241,Kissan Namkeen 1000 g,Food,1000,1606.08,288.19,Low,Low,Medium,240,Wrapper,Paperboard (Folding Carton)
PRD0242,Realme Bluetooth Speaker Standard,Electronics,1037.08,793.71,3499,Medium,Low,Low,365,Box,Corrugated Cardboard
PRD0243,Head & Shoulders Lotion 100 ml v2,Personal Care,100,106.83,66.08,Low,Low,Medium,720,Pouch,HDPE Plastic
PRD0244,Harpic Toilet Cleaner 1000 ml,Home Care,1000,1045.9,132.56,Low,Low,Low,720,Pouch,HDPE Plastic
PRD0245,Mamaearth Sunscreen 50 g,Cosmetics,50,86.41,123.81,Low,Low,Medium,540,Bottle,HDPE Plastic
PRD0246,Colgate Toothpaste 200 g,Personal Care,200,292.93,104.8,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0247,Odonil Floor Cleaner 500 ml,Home Care,500,568.96,62.45,Low,Low,Low,720,Bottle,LDPE Plastic
PRD0248,OnePlus Smartphone Budget,Electronics,190.4,475.71,15999,High,Low,Low,365,Box,Paperboard (Folding Carton)
PRD0249,Real Iced Tea 1000 ml,Beverages,1000,1082.53,94.46,Medium,Medium,Low,180,Can,Steel (Carbon Steel)
PRD0250,Heritage Curd 400 ml v2,Dairy,400,434.54,18.28,Medium,High,High,7,Pouch,LDPE Plastic
PRD0251,Colin Insect Repellent 60 g,Home Care,60,96.83,32.84,Low,Low,Low,720,Can,HDPE Plastic
PRD0252,Clinic Plus Lotion 100 ml,Personal Care,100,108.44,69.69,Low,Low,Medium,720,Pouch,LDPE Plastic
PRD0253,Dhara Salt 500 g,Grocery,500,747.9,15.36,Low,Low,Low,365,Bag,PP Plastic
PRD0254,Everest Salt 1000 g,Grocery,1000,1969.44,30.65,Low,Low,Low,365,Pouch,LDPE Plastic
PRD0255,Real Mineral Water 500 ml,Beverages,500,523.14,20.31,Medium,Medium,Low,365,Can,Steel (Carbon Steel)
PRD0256,Ariel Air Freshener 60 g,Home Care,60,102.96,25.95,Low,Low,Low,720,Box,Aluminum (Primary)
PRD0257,India Gate Honey 250 g,Grocery,250,445.68,105.23,Medium,Low,Low,540,Jar,PET Plastic
PRD0258,Paper Boat Coffee 500 g v2,Beverages,500,773.98,216.33,Medium,Medium,Low,365,Jar,LDPE Plastic
PRD0259,Good Knight Air Freshener 100 g,Home Care,100,150.28,24.08,Low,Low,Low,720,Can,Paperboard (Folding Carton)
PRD0260,Lifebuoy Face Wash 50 g,Personal Care,50,71.84,46.06,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0261,Odonil Air Freshener 100 g,Home Care,100,173.22,25.07,Low,Low,Low,720,Can,Aluminum (Primary)
PRD0262,Sugar Cosmetics Gel 50 g v2,Cosmetics,50,79.83,43.19,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0263,Volini Sanitizer 500 ml,Healthcare,500,557.28,135.74,Medium,Medium,Medium,730,Bottle,Paperboard (Folding Carton)
PRD0264,The Body Shop Compact 6 g,Cosmetics,6,11.54,529.02,Medium,Low,Medium,1095,Bottle,Glass (Soda-Lime)
PRD0265,Lux Lotion 400 ml,Personal Care,400,454.14,284.72,Low,Low,Medium,720,Pouch,HDPE Plastic
PRD0266,Lux Conditioner 340 ml,Personal Care,340,350.58,194.85,Low,Low,Medium,720,Pouch,HDPE Plastic
PRD0267,Coca-Cola Mineral Water 2000 ml,Beverages,2000,2172.66,80.81,Medium,Medium,Low,365,Bottle,PET Plastic
PRD0268,Patanjali Salt 1000 g,Grocery,1000,1465.37,26.09,Low,Low,Low,365,Bag,PP Plastic
PRD0269,Benadryl Antiseptic 100 ml,Healthcare,100,112.94,260.7,Medium,Medium,Medium,730,Bottle,Glass (Soda-Lime)
PRD0270,Colgate Conditioner 180 ml,Personal Care,180,206.94,98.93,Low,Low,Medium,720,Bottle,HDPE Plastic
PRD0271,Clinic Plus Face Wash 100 g,Personal Care,100,190.49,96.53,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0272,Mi Earphones TWS,Electronics,23.47,90.35,1599,Medium,Low,Low,365,Box,Paperboard (Folding Carton)
PRD0273,The Body Shop Compact 6 g v2,Cosmetics,6,7.91,566.68,Medium,Low,Medium,1095,Box,Glass (Soda-Lime)
PRD0274,Patanjali Salt 1000 g v2,Grocery,1000,1424.54,27.43,Low,Low,Low,365,Bag,LDPE Plastic
PRD0275,Lux Toothpaste 200 g,Personal Care,200,299.96,121.43,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0276,Milky Mist Yogurt 150 g v2,Dairy,150,300.63,10,Medium,High,High,20,Cup,Paperboard (Folding Carton)
PRD0277,Coca-Cola Tea 100 g,Beverages,100,169.84,59.35,Medium,Medium,Low,365,Box,Glass (Soda-Lime)
PRD0278,Tata Pickle 200 g,Grocery,200,372.39,44.94,Medium,Low,Low,540,Jar,Glass (Soda-Lime)
PRD0279,Lux Conditioner 90 ml,Personal Care,90,97.58,55.67,Low,Low,Medium,720,Bottle,HDPE Plastic
PRD0280,Aashirvaad Salt 1000 g,Grocery,1000,1614.9,27.98,Low,Low,Low,365,Pouch,PP Plastic
PRD0281,Maaza Soft Drink 500 ml,Beverages,500,548.48,45.18,Medium,Medium,Low,180,Bottle,PET Plastic
PRD0282,Paper Boat Tea 250 g,Beverages,250,372.03,106.77,Medium,Medium,Low,365,Jar,Glass (Soda-Lime)
PRD0283,Dettol Syrup 500 ml,Healthcare,500,562.09,154.19,Medium,Medium,Medium,540,Bottle,HDPE Plastic
PRD0284,MDH Oil 5000 g,Grocery,5000,10381.96,843.61,Medium,Low,Low,540,Bottle,Glass (Soda-Lime)
PRD0285,Odonil Dishwash Liquid 500 ml,Home Care,500,540.91,85.59,Low,Low,Low,720,Bag,LDPE Plastic
PRD0286,JBL Bluetooth Speaker Standard,Electronics,1112.43,1414.01,2999,Medium,Low,Low,365,Box,Corrugated Cardboard
PRD0287,Paper Boat Mineral Water 2000 ml,Beverages,2000,2198.3,87.26,Medium,Medium,Low,365,Bottle,PET Plastic
PRD0288,Himalaya Handwash 200 ml,Personal Care,200,207.76,45.15,Low,Low,Medium,720,Pouch,LDPE Plastic
PRD0289,Odonil Surface Cleaner 500 ml v2,Home Care,500,523.13,72.14,Low,Low,Low,720,Pouch,HDPE Plastic
PRD0290,Slice Energy Drink 500 ml,Beverages,500,533.4,114.92,Medium,Medium,Low,365,Bottle,PET Plastic
PRD0291,Sugar Cosmetics Gel 50 g,Cosmetics,50,75.04,48.46,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0292,Lux Face Wash 150 g,Personal Care,150,289.11,145.32,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0293,Slice Tea 500 g v2,Beverages,500,701.78,228.21,Medium,Medium,Low,365,Pouch,Glass (Soda-Lime)
PRD0294,Lakmé Gel 50 g,Cosmetics,50,63.36,47.18,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0295,Britannia Chips 200 g,Food,200,293.04,68,Low,Low,Medium,240,Pouch,Cellulose Film
PRD0296,Benadryl Sanitizer 500 ml,Healthcare,500,527.14,156.88,Medium,Medium,Medium,730,Box,HDPE Plastic
PRD0297,Kellogg's Cereal 250 g,Food,250,426.78,93.34,Low,Low,Medium,240,Wrapper,Paperboard (Folding Carton)
PRD0298,Lux Body Wash 200 ml,Personal Care,200,209.21,96.61,Low,Low,Medium,720,Bottle,LDPE Plastic
PRD0299,Bisleri Coffee 100 g,Beverages,100,218.07,56.84,Medium,Medium,Low,365,Pouch,Glass (Soda-Lime)
PRD0300,India Gate Pickle 200 g,Grocery,200,248.87,45.61,Medium,Low,Low,540,Jar,PET Plastic
PRD0301,Dhara Tea 250 g,Grocery,250,384.73,126.67,Low,Low,High,365,Bag,LDPE Plastic
PRD0302,Heritage Yogurt 400 g,Dairy,400,844.25,15.21,Medium,High,High,20,Cup,PP Plastic
PRD0303,Kellogg's Cereal 375 g,Food,375,598.36,148.13,Low,Low,Medium,240,Wrapper,Paperboard (Folding Carton)
PRD0304,Kissan Biscuits 200 g,Food,200,437.06,23.19,Low,Low,Medium,240,Box,LDPE Plastic
PRD0305,Britannia Biscuits 500 g,Food,500,719,64.03,Low,Low,Medium,240,Pouch,Cellulose Film
PRD0306,Milky Mist Milk 500 ml,Dairy,500,538.32,29.78,Medium,High,High,5,Pouch,LDPE Plastic
PRD0307,Mother Dairy Cheese 200 g,Dairy,200,411.2,70.19,Medium,High,High,180,Box,LDPE Plastic
PRD0308,Ariel Detergent 2000 g,Home Care,2000,3910.67,342.62,Low,Low,Low,720,Bottle,LDPE Plastic
PRD0309,Soframycin Antiseptic 100 ml,Healthcare,100,104.68,204.24,Medium,Medium,Medium,730,Bottle,HDPE Plastic
PRD0310,24 Mantra Pickle 500 g,Grocery,500,923.01,110.64,Medium,Low,Low,540,Bottle,PET Plastic
PRD0311,Bisleri Juice 200 ml,Beverages,200,226.41,25.2,Medium,Medium,Low,120,Can,Steel (Carbon Steel)
PRD0312,Kissan Jam 200 g,Food,200,429.01,55.78,Medium,Low,Low,540,Bottle,PET Plastic
PRD0313,MDH Spices 50 g,Grocery,50,103.67,27.33,Low,Low,High,365,Bag,LDPE Plastic
PRD0314,L'Oréal Compact 6 g v2,Cosmetics,6,9.18,451.09,Medium,Low,Medium,1095,Bottle,Paperboard (Folding Carton)
PRD0315,Dell Power Bank 20000mAh,Electronics,527.51,522.68,2499,Medium,Low,Low,365,Box,Corrugated Cardboard
PRD0316,Saffola Sugar 1000 g,Grocery,1000,2366.45,46.65,Low,Low,Low,365,Pouch,PP Plastic
PRD0317,Kellogg's Chips 150 g,Food,150,264.78,44.06,Low,Low,Medium,240,Wrapper,Cellulose Film
PRD0318,Surf Excel Surface Cleaner 1000 ml,Home Care,1000,1032.06,176.53,Low,Low,Low,720,Bag,LDPE Plastic
PRD0319,24 Mantra Oil 500 g v2,Grocery,500,972.9,76.43,Medium,Low,Low,540,Jar,Glass (Soda-Lime)
PRD0320,Lifebuoy Conditioner 340 ml,Personal Care,340,352.26,191.44,Low,Low,Medium,720,Pouch,HDPE Plastic
PRD0321,Head & Shoulders Body Wash 400 ml,Personal Care,400,444.59,227.44,Low,Low,Medium,720,Bottle,HDPE Plastic
PRD0322,Good Knight Floor Cleaner 2000 ml,Home Care,2000,2165.65,241.84,Low,Low,Low,720,Pouch,LDPE Plastic
PRD0323,Lay's Chips 30 g,Food,30,46.77,10,Low,Low,Medium,240,Box,LDPE Plastic
PRD0324,Lifebuoy Shampoo 90 ml,Personal Care,90,98.29,45.7,Low,Low,Medium,720,Bottle,LDPE Plastic
PRD0325,Dolo Sanitizer 50 ml,Healthcare,50,56.36,178.44,Medium,Medium,Medium,730,Box,Paperboard (Folding Carton)
PRD0326,Paper Boat Iced Tea 500 ml,Beverages,500,564.84,41.47,Medium,Medium,Low,180,Bottle,PET Plastic
PRD0327,Fortune Coffee 50 g,Grocery,50,93.82,38.38,Low,Low,High,365,Pouch,LDPE Plastic
PRD0328,Lizol Toilet Cleaner 1000 ml v2,Home Care,1000,1122.68,146.6,Low,Low,Low,720,Pouch,LDPE Plastic
PRD0329,Aashirvaad Honey 1000 g,Grocery,1000,1780.33,512.35,Medium,Low,Low,540,Jar,Glass (Soda-Lime)
PRD0330,Heritage Cheese 500 g,Dairy,500,927.46,193.97,Medium,High,High,180,Wrapper,Paperboard (Folding Carton)
PRD0331,Slice Tea 500 g,Beverages,500,688.07,226.7,Medium,Medium,Low,365,Jar,LDPE Plastic
PRD0332,Head & Shoulders Body Wash 200 ml,Personal Care,200,225.12,108.13,Low,Low,Medium,720,Pouch,LDPE Plastic
PRD0333,Tata Coffee 50 g,Grocery,50,64.22,42.46,Low,Low,High,365,Pouch,Kraft Paper (Unbleached)
PRD0334,Bingo Biscuits 100 g,Food,100,154.57,13.16,Low,Low,Medium,240,Wrapper,Paperboard (Folding Carton)
PRD0335,Sunfeast Pasta 250 g,Food,250,438.31,43.56,Low,Low,Medium,240,Pouch,Cellulose Film
PRD0336,Haldiram Noodles 140 g,Food,140,187.63,26.48,Low,Low,Medium,240,Wrapper,Paperboard (Folding Carton)
PRD0337,Himalaya Conditioner 90 ml,Personal Care,90,101.68,50.96,Low,Low,Medium,720,Pouch,HDPE Plastic
PRD0338,Lakmé Cream 50 g,Cosmetics,50,61.59,60.13,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0339,Rajdhani Flour 1000 g,Grocery,1000,2267.35,60.01,Low,Low,Low,365,Bag,LDPE Plastic
PRD0340,Dolo Capsules 20 tablets,Healthcare,21.12,34.67,170.97,Medium,Medium,Medium,730,Box,PVC Plastic
PRD0341,Haldiram Sauce 200 g,Food,200,381.57,32.93,Medium,Low,Low,540,Bottle,PET Plastic
PRD0342,Benadryl Bandage 2 roll,Healthcare,108.07,182.28,67.52,Medium,Medium,Medium,1095,Box,HDPE Plastic
PRD0343,Saffola Flour 10000 g,Grocery,10000,22114.01,565.94,Low,Low,Low,365,Pouch,Kraft Paper (Unbleached)
PRD0344,Clinic Plus Face Wash 50 g,Personal Care,50,95.59,50.93,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0345,Colgate Shampoo 90 ml,Personal Care,90,101.38,41.71,Low,Low,Medium,720,Bottle,LDPE Plastic
PRD0346,Britannia Dairy Buttermilk 500 ml,Dairy,500,534.6,20.08,Medium,High,High,7,Pouch,HDPE Plastic
PRD0347,Ariel Detergent 500 g,Home Care,500,1056.34,93.67,Low,Low,Low,720,Bag,LDPE Plastic
PRD0348,Britannia Dairy Curd 400 ml,Dairy,400,453.47,15.5,Medium,High,High,7,Pouch,LDPE Plastic
PRD0349,Kissan Sauce 1000 g,Food,1000,2099.5,170.55,Medium,Low,Low,540,Bottle,Glass (Soda-Lime)
PRD0350,Sprite Soda 1000 ml,Beverages,1000,1096.27,83.1,Medium,Medium,Low,180,Can,Aluminum (Primary)
PRD0351,Fanta Tea 500 g,Beverages,500,1058.04,207.98,Medium,Medium,Low,365,Box,LDPE Plastic
PRD0352,OnePlus Smartwatch Wearable,Electronics,43.28,241.21,4999,Medium,Low,Low,365,Box,Paperboard (Folding Carton)
PRD0353,Cadbury Cereal 375 g,Food,375,528.57,126.89,Low,Low,Medium,240,Box,Paperboard (Folding Carton)
PRD0354,Lakmé Serum 30 ml,Cosmetics,30,48.71,723.67,Low,Low,Medium,730,Bottle,Glass (Soda-Lime)
PRD0355,Soframycin Capsules 10 tablets,Healthcare,6.06,11.48,147.97,Medium,Medium,Medium,730,Blister,Paperboard (Folding Carton)
PRD0356,ITC Noodles 280 g,Food,280,601.68,63.29,Low,Low,Medium,240,Box,LDPE Plastic
PRD0357,Clinic Plus Handwash 500 ml,Personal Care,500,531.74,107.21,Low,Low,Medium,720,Bottle,HDPE Plastic
PRD0358,Kellogg's Dry Fruits 500 g,Food,500,709.66,517.22,Low,Low,Medium,240,Box,Paperboard (Folding Carton)
PRD0359,Nandini Cheese 500 g v2,Dairy,500,1022.65,166.22,Medium,High,High,180,Box,Paperboard (Folding Carton)
PRD0360,Britannia Noodles 560 g,Food,560,809.88,117.45,Low,Low,Medium,240,Pouch,Cellulose Film
PRD0361,Benadryl Sanitizer 200 ml,Healthcare,200,208.39,162.73,Medium,Medium,Medium,730,Box,Paperboard (Folding Carton)
PRD0362,Good Knight Detergent 2000 g,Home Care,2000,3164.08,337.88,Low,Low,Low,720,Pouch,HDPE Plastic
PRD0363,Tata Salt 1000 g,Grocery,1000,1722.75,26.31,Low,Low,Low,365,Pouch,Kraft Paper (Unbleached)
PRD0364,Himalaya Lotion 100 ml,Personal Care,100,114.21,70.22,Low,Low,Medium,720,Bottle,LDPE Plastic
PRD0365,Colin Surface Cleaner 1000 ml,Home Care,1000,1125.73,169.19,Low,Low,Low,720,Pouch,HDPE Plastic
PRD0366,Nykaa Cream 100 g,Cosmetics,100,214.85,134.39,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0367,Fortune Oil 5000 g,Grocery,5000,9880.86,767.53,Medium,Low,Low,540,Jar,PET Plastic
PRD0368,Fortune Rice 10000 g,Grocery,10000,24059.23,592.41,Low,Low,Low,365,Bag,Kraft Paper (Unbleached)
PRD0369,Everest Coffee 50 g,Grocery,50,101.58,36.77,Low,Low,High,365,Bag,LDPE Plastic
PRD0370,Himalaya Toothpaste 100 g,Personal Care,100,139.08,55.56,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0371,Dolo Sanitizer 200 ml,Healthcare,200,211.23,199.12,Medium,Medium,Medium,730,Box,HDPE Plastic
PRD0372,Lux Shampoo 340 ml,Personal Care,340,376.29,167.97,Low,Low,Medium,720,Pouch,LDPE Plastic
PRD0373,Sony Charger 65W,Electronics,142.51,213.78,1799,Medium,Low,Low,365,Box,Paperboard (Folding Carton)
PRD0374,Soframycin Ointment 30 g,Healthcare,30,60.85,155.52,Medium,Medium,Medium,540,Tube,HDPE Plastic
PRD0375,Dove Lotion 200 ml v2,Personal Care,200,212.97,126.35,Low,Low,Medium,720,Pouch,HDPE Plastic
PRD0376,Vim Detergent 1000 g,Home Care,1000,1696.19,172.35,Low,Low,Low,720,Bag,LDPE Plastic
PRD0377,Clinic Plus Face Wash 50 g v2,Personal Care,50,72.53,47.64,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0378,Saffola Spices 50 g,Grocery,50,97.35,28.32,Low,Low,High,365,Bag,LDPE Plastic
PRD0379,Nandini Cheese 200 g,Dairy,200,301.79,70.71,Medium,High,High,180,Wrapper,LDPE Plastic
PRD0380,Bingo Chocolate 150 g,Food,150,248.74,137.95,Low,Medium,High,365,Pouch,LDPE Plastic
PRD0381,Patanjali Pulses 1000 g,Grocery,1000,1552.37,126.93,Low,Low,Low,365,Pouch,LDPE Plastic
PRD0382,24 Mantra Flour 5000 g,Grocery,5000,10037.06,258.14,Low,Low,Low,365,Pouch,LDPE Plastic
PRD0383,Dabur Toothpaste 200 g,Personal Care,200,286.44,119.31,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0384,Lux Shampoo 340 ml v2,Personal Care,340,372.64,148.81,Low,Low,Medium,720,Pouch,HDPE Plastic
PRD0385,Tropicana Tea 100 g,Beverages,100,142.16,59.01,Medium,Medium,Low,365,Jar,LDPE Plastic
PRD0386,Lay's Biscuits 500 g,Food,500,724.76,55.54,Low,Low,Medium,240,Pouch,Cellulose Film
PRD0387,Britannia Jam 200 g,Food,200,245.96,49.64,Medium,Low,Low,540,Jar,PET Plastic
PRD0388,JBL Smartphone Midrange,Electronics,178.56,498.34,24999,High,Low,Low,365,Box,Paperboard (Folding Carton)
PRD0389,Cadbury Pasta 250 g,Food,250,405.89,43.61,Low,Low,Medium,240,Pouch,Cellulose Film
PRD0390,Sunfeast Noodles 560 g,Food,560,1067.59,102.6,Low,Low,Medium,240,Wrapper,LDPE Plastic
PRD0391,Patanjali Sugar 5000 g,Grocery,5000,8029.32,252.23,Low,Low,Low,365,Pouch,PP Plastic
PRD0392,Nestlé Biscuits 100 g,Food,100,160.64,12.24,Low,Low,Medium,240,Pouch,LDPE Plastic
PRD0393,Head & Shoulders Handwash 750 ml,Personal Care,750,844.83,171.26,Low,Low,Medium,720,Pouch,LDPE Plastic
PRD0394,Good Knight Detergent 1000 g,Home Care,1000,2349.44,192.47,Low,Low,Low,720,Bottle,HDPE Plastic
PRD0395,Fanta Juice 200 ml,Beverages,200,222.07,24.98,Medium,Medium,Low,120,Bottle,PET Plastic
PRD0396,Plum Serum 50 ml,Cosmetics,50,74.99,869.79,Low,Low,Medium,730,Tube,Glass (Soda-Lime)
PRD0397,OnePlus Bluetooth Speaker Standard,Electronics,792.87,1584.74,2999,Medium,Low,Low,365,Box,Corrugated Cardboard
PRD0398,Sunfeast Jam 200 g,Food,200,325.96,47.34,Medium,Low,Low,540,Jar,PET Plastic
PRD0399,Plum Lipstick 4 g,Cosmetics,4,8.65,542.27,Low,Low,Medium,1095,Box,Paperboard (Folding Carton)
PRD0400,Himalaya Shampoo 90 ml,Personal Care,90,103.5,43.73,Low,Low,Medium,720,Pouch,LDPE Plastic
PRD0401,24 Mantra Spices 200 g,Grocery,200,397.7,118.34,Low,Low,High,365,Bag,LDPE Plastic
PRD0402,Cadbury Namkeen 400 g,Food,400,778,107.61,Low,Low,Medium,240,Pouch,LDPE Plastic
PRD0403,Nykaa Perfume 50 ml,Cosmetics,50,56.46,828.59,Medium,Low,Medium,1095,Box,Glass (Soda-Lime)
PRD0404,Real Iced Tea 500 ml,Beverages,500,565.09,45.79,Medium,Medium,Low,180,Bottle,PET Plastic
PRD0405,Vim Air Freshener 100 g v2,Home Care,100,164.91,26.24,Low,Low,Low,720,Bottle,Aluminum (Primary)
PRD0406,Himalaya Lotion 400 ml,Personal Care,400,454.67,269.46,Low,Low,Medium,720,Bottle,LDPE Plastic
PRD0407,Nandini Butter 100 g,Dairy,100,187.28,54.47,Medium,High,High,180,Box,Paperboard (Folding Carton)
PRD0408,L'Oréal Sunscreen 100 g,Cosmetics,100,164.85,282.32,Low,Low,Medium,540,Tube,HDPE Plastic
PRD0409,Realme Power Bank 10000mAh,Electronics,256.13,436.89,1599,Medium,Low,Low,365,Box,Corrugated Cardboard
PRD0410,Maaza Tea 500 g,Beverages,500,614.43,232.65,Medium,Medium,Low,365,Pouch,Glass (Soda-Lime)
PRD0411,Lifebuoy Conditioner 90 ml,Personal Care,90,93.27,49.66,Low,Low,Medium,720,Bottle,HDPE Plastic
PRD0412,Realme Laptop 15-inch,Electronics,1529.8,7171.47,64999,High,Low,Low,365,Box,Corrugated Cardboard
PRD0413,The Body Shop Serum 50 ml,Cosmetics,50,78.38,762.87,Low,Low,Medium,730,Bottle,HDPE Plastic
PRD0414,India Gate Sugar 5000 g,Grocery,5000,8174.26,269.75,Low,Low,Low,365,Pouch,Kraft Paper (Unbleached)
PRD0415,Nestlé Dry Fruits 500 g,Food,500,1062.88,431.63,Low,Low,Medium,240,Wrapper,LDPE Plastic
PRD0416,Colin Surface Cleaner 500 ml,Home Care,500,528.79,90.03,Low,Low,Low,720,Bag,HDPE Plastic
PRD0417,Parle Cereal 375 g,Food,375,510.59,132.62,Low,Low,Medium,240,Wrapper,Paperboard (Folding Carton)
PRD0418,Heritage Buttermilk 500 ml v2,Dairy,500,526.39,18.61,Medium,High,High,7,Bottle,HDPE Plastic
PRD0419,Fortune Oil 500 g,Grocery,500,805.4,89.47,Medium,Low,Low,540,Jar,PET Plastic
PRD0420,Samsung Earphones Wired,Electronics,53.83,116.47,699,Medium,Low,Low,365,Box,Paperboard (Folding Carton)
PRD0421,24 Mantra Rice 5000 g,Grocery,5000,9371.51,281.45,Low,Low,Low,365,Pouch,LDPE Plastic
PRD0422,Heritage Buttermilk 1000 ml,Dairy,1000,1035.44,36.37,Medium,High,High,7,Pouch,LDPE Plastic
PRD0423,Haldiram Noodles 70 g,Food,70,111.89,13.58,Low,Low,Medium,240,Wrapper,LDPE Plastic
PRD0424,Kellogg's Noodles 280 g,Food,280,513.59,54.1,Low,Low,Medium,240,Pouch,Cellulose Film
PRD0425,Nykaa Compact 6 g,Cosmetics,6,12.03,457.91,Medium,Low,Medium,1095,Box,Paperboard (Folding Carton)
PRD0426,Everest Sugar 5000 g,Grocery,5000,7896.13,241,Low,Low,Low,365,Pouch,Kraft Paper (Unbleached)
PRD0427,Colgate Shampoo 650 ml,Personal Care,650,743.82,273.69,Low,Low,Medium,720,Pouch,HDPE Plastic
PRD0428,Nestlé Biscuits 500 g,Food,500,655.93,59.44,Low,Low,Medium,240,Box,LDPE Plastic
PRD0429,Dove Lotion 200 ml v3,Personal Care,200,213.94,140.76,Low,Low,Medium,720,Bottle,HDPE Plastic
PRD0430,Nandini Yogurt 85 g,Dairy,85,120.62,10,Medium,High,High,20,Cup,Paperboard (Folding Carton)
PRD0431,Head & Shoulders Face Wash 150 g,Personal Care,150,227.9,154.85,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0432,Everest Salt 500 g,Grocery,500,783.78,15.27,Low,Low,Low,365,Pouch,Kraft Paper (Unbleached)
PRD0433,Odonil Insect Repellent 60 g,Home Care,60,121.14,32.97,Low,Low,Low,720,Box,Aluminum (Primary)
PRD0434,Colgate Handwash 500 ml,Personal Care,500,558.28,115.05,Low,Low,Medium,720,Pouch,HDPE Plastic
PRD0435,Himalaya Ointment 15 g,Healthcare,15,22.85,145.85,Medium,Medium,Medium,540,Tube,HDPE Plastic
PRD0436,Plum Cream 100 g,Cosmetics,100,192.46,113.71,Low,Low,Medium,720,Tube,HDPE Plastic
PRD0437,Dabur Body Wash 400 ml,Personal Care,400,459.83,194.28,Low,Low,Medium,720,Pouch,HDPE Plastic
PRD0438,Lux Lotion 400 ml v2,Personal Care,400,427.42,275.98,Low,Low,Medium,720,Bottle,LDPE Plastic
PRD0439,Heritage Buttermilk 500 ml,Dairy,500,573.7,21.8,Medium,High,High,7,Pouch,HDPE Plastic
PRD0440,Bisleri Soft Drink 500 ml,Beverages,500,539.7,46.07,Medium,Medium,Low,180,Bottle,PET Plastic
PRD0441,Amul Milk 1000 ml,Dairy,1000,1073.02,60.46,Medium,High,High,5,Pouch,HDPE Plastic
